ts,REFERENCE_PRICE,STRATEGY1,STRATEGY2,STRATEGY3
56:43.2,103.280115,103.41,103.431712,103.426867
56:49.7,103.295041,103.377863,103.435947,103.43866
56:54.4,103.272447,103.440136,103.419172,103.366245
57:00.0,103.268807,103.407204,103.41756,103.462956
57:04.7,103.225783,103.39685,103.439679,103.397697
57:09.4,103.285165,103.413784,103.396456,103.408315
57:14.9,103.240565,103.384491,103.399481,103.419147
57:19.2,103.227827,103.43171,103.406165,103.420693
57:24.2,103.269436,103.403281,103.40167,103.352554
57:30.0,103.287623,103.370725,103.42542,103.405185
57:34.4,103.319268,103.400013,103.410319,103.462973
57:40.0,103.260415,103.400044,103.400806,103.390455
57:44.9,103.247057,103.425124,103.400235,103.48989
57:49.0,103.291826,103.401896,103.403955,103.398627
57:55.0,103.285138,103.377993,103.379718,103.418688
57:59.0,103.251962,103.390124,103.421006,103.415992
58:04.7,103.287818,103.365549,103.392437,103.432992
58:09.7,103.280077,103.378672,103.565258,103.421899
58:14.4,103.209244,103.429297,103.39803,103.390883
58:19.9,103.269591,103.412273,103.386035,103.425508
58:23.3,103.266068,103.376789,103.440561,103.40887
58:28.9,103.258675,103.399825,103.440988,103.424378
58:34.2,103.248104,103.392187,103.360042,103.416894
58:39.9,103.227883,103.393057,103.422785,103.435668
58:45.0,103.246757,103.396132,103.410011,103.439544
58:49.2,103.278963,103.453042,103.39479,103.373943
58:53.8,103.267792,103.392372,103.411702,103.416769
58:59.9,103.243478,103.397666,103.417276,103.400596
59:04.4,103.263784,103.367844,103.406249,103.375383
59:09.5,103.251972,103.399064,103.362287,103.393214
59:13.7,103.278484,103.394136,103.363389,103.396074
59:19.8,103.237794,103.355775,103.404893,103.393324
59:24.9,103.272625,103.440024,103.469329,103.430848
59:29.8,103.274669,103.427366,103.352289,103.412121
59:35.0,103.276309,103.423587,103.41066,103.410494
59:39.7,103.300156,103.384256,103.422552,103.465053
59:43.6,103.250172,103.441934,103.43176,103.419776
59:49.9,103.290698,103.408883,103.392499,103.410578
59:52.4,103.266533,103.412386,103.407961,103.440375
59:59.1,103.243817,103.564683,103.424209,103.40753
00:04.7,103.273126,103.393565,103.424552,103.369892
00:10.0,103.254035,103.410925,103.454063,103.40919
00:15.0,103.257531,103.434531,103.407644,103.382751
00:19.6,103.272717,103.367824,103.404923,103.39901
00:24.9,103.237879,103.384307,103.408814,103.420431
00:28.7,103.309198,103.38234,103.348183,103.382919
00:35.0,103.284094,103.374892,103.379102,103.409951
00:39.1,103.288,103.468584,103.408798,103.443723
00:44.2,103.293238,103.3673,103.369383,103.418035
00:49.5,103.268613,103.407502,103.396902,103.429681
00:54.9,103.247052,103.423495,103.42113,103.403246
00:59.8,103.276108,103.430478,103.395202,103.416408
01:04.6,103.251332,103.405629,103.384418,103.408486
01:09.3,103.176951,103.354967,103.398158,103.392358
01:15.0,103.258702,103.455849,103.398295,103.422203
01:20.0,103.158864,103.396826,103.4581,103.35734
01:24.6,103.284028,103.426295,103.404933,103.408404
01:29.7,103.255043,103.446094,103.400712,103.435986
01:34.9,103.286153,103.342548,103.465024,103.382993
01:39.1,103.307942,103.354702,103.52115,103.439765
01:44.1,103.28482,103.445958,103.425717,103.41415
01:49.9,103.279908,103.386024,103.392979,103.410898
01:54.1,103.349508,103.434844,103.405517,103.38198
01:59.3,103.261035,103.426883,103.353957,103.38769
02:04.8,103.264544,103.466641,103.360449,103.375243
02:08.6,103.280972,103.400347,103.36716,103.377711
02:15.0,103.294134,103.490252,103.412255,103.385557
02:19.1,103.268285,103.470605,103.423452,103.428365
02:24.8,103.260276,103.413051,103.417508,103.436392
02:30.0,103.293188,103.400839,103.386226,103.425986
02:34.2,103.306207,103.409024,103.397599,103.419116
02:39.5,103.26776,103.423629,103.399224,103.424246
02:44.7,103.244909,103.395367,103.429379,103.425092
02:48.9,103.290933,103.389383,103.416594,103.4065
02:54.9,103.268609,103.40524,103.412117,103.411753
02:59.6,103.267928,103.414705,103.427949,103.416889
03:05.0,103.28245,103.416204,103.416453,103.418896
03:09.9,103.256434,103.449574,103.420584,103.414318
03:14.3,103.198161,103.422465,103.398692,103.435855
03:19.8,103.271851,103.405566,103.379956,103.438433
03:24.6,103.266602,103.385568,103.403614,103.410476
03:29.9,103.270571,103.391451,103.389559,103.398751
03:33.8,103.249757,103.450044,103.387852,103.484366
03:39.7,103.281753,103.394648,103.406838,103.409067
03:44.0,103.270478,103.426785,103.418565,103.418763
03:49.4,103.262457,103.384742,103.390006,103.384273
03:54.1,103.251706,103.387511,103.386576,103.406954
03:59.9,103.307232,103.399307,103.408883,103.426479
04:04.5,103.247556,103.351983,103.40632,103.411827
04:09.7,103.273407,103.443497,103.355975,103.415623
04:14.1,103.261407,103.407375,103.435731,103.383646
04:20.0,103.289667,103.453189,103.396207,103.497387
04:24.8,103.291247,103.428088,103.398924,103.421077
04:29.9,103.246285,103.419602,103.406034,103.414842
04:33.1,103.22757,103.328468,103.385824,103.401682
04:40.0,103.26254,103.453753,103.487906,103.413927
04:44.9,103.277737,103.367223,103.388496,103.418413
04:49.4,103.239444,103.353116,103.424728,103.413627
04:54.9,103.277383,103.430588,103.394969,103.465393
04:59.2,103.363459,103.412319,103.441733,103.444862
05:04.1,103.27251,103.415776,103.48644,103.409425
05:09.5,103.316317,103.413466,103.418789,103.415552
05:14.3,103.303554,103.380033,103.310126,103.413322
05:19.9,103.262352,103.402209,103.43034,103.40309
05:25.0,103.277541,103.392664,103.420486,103.443978
05:29.2,103.272476,103.41276,103.416681,103.39373
05:35.0,103.321823,103.43605,103.46416,103.431385
05:37.9,103.309226,103.401426,103.416158,103.425289
05:43.7,103.250493,103.447659,103.482847,103.439006
05:49.8,103.306752,103.438776,103.403723,103.438668
05:54.3,103.332282,103.42833,103.436131,103.436592
05:58.9,103.277809,103.422838,103.416978,103.427953
06:04.4,103.285497,103.397517,103.427389,103.432328
06:10.0,103.282,103.452364,103.413908,103.423579
06:13.5,103.267243,103.341918,103.414439,103.432175
06:19.9,103.307144,103.398807,103.427357,103.433157
06:24.7,103.290899,103.397726,103.397442,103.408019
06:29.9,103.260013,103.418497,103.40182,103.426672
06:34.4,103.305414,103.404816,103.363065,103.423242
06:39.7,103.301725,103.465806,103.450484,103.432828
06:44.5,103.266536,103.400203,103.361073,103.366207
06:49.6,103.353566,103.412882,103.458933,103.433033
06:54.7,103.281073,103.436878,103.401823,103.446851
06:58.6,103.260337,103.377192,103.431671,103.424678
07:04.9,103.280228,103.38339,103.405789,103.422498
07:10.0,103.267039,103.409538,103.415937,103.453613
07:13.4,103.293107,103.421481,103.409216,103.40497
07:20.0,103.286686,103.42376,103.442236,103.427084
07:24.8,103.249703,103.417806,103.40923,103.441519
07:29.8,103.292271,103.448246,103.421719,103.510789
07:34.9,103.28928,103.416505,103.444071,103.409973
07:39.9,103.287174,103.497937,103.421384,103.440268
07:44.6,103.280468,103.390606,103.452277,103.404699
07:49.5,103.288703,103.396879,103.392183,103.405275
07:54.7,103.263554,103.374657,103.440394,103.439975
07:59.4,103.281979,103.426526,103.450412,103.427785
08:05.0,103.301825,103.37686,103.466201,103.450858
08:09.7,103.282633,103.413016,103.432161,103.479999
08:13.6,103.306738,103.362273,103.430749,103.427525
08:19.5,103.281337,103.438945,103.417626,103.401789
08:24.8,103.276603,103.436283,103.387644,103.40736
08:29.8,103.286492,103.448418,103.399493,103.424069
08:34.4,103.304754,103.419402,103.414504,103.443563
08:39.9,103.384852,103.427396,103.427085,103.39067
08:44.6,103.285124,103.402338,103.429599,103.422379
08:49.7,103.292163,103.426607,103.397108,103.378192
08:54.4,103.280361,103.365013,103.405646,103.43198
08:59.5,103.304718,103.410105,103.445424,103.419543
09:04.7,103.326421,103.427746,103.429744,103.405266
09:09.1,103.291593,103.387593,103.422116,103.411448
09:13.8,103.273546,103.449268,103.403081,103.380682
09:20.0,103.28315,103.427995,103.430058,103.443199
09:24.7,103.256292,103.417155,103.436193,103.430475
09:29.5,103.287244,103.418012,103.344065,103.427902
09:34.8,103.270209,103.40053,103.401564,103.446749
09:38.3,103.28753,103.407151,103.426066,103.420376
09:44.3,103.236513,103.402921,103.422292,103.429775
09:49.5,103.286505,103.454424,103.471694,103.436826
09:54.8,103.28998,103.420548,103.45743,103.397625
09:58.8,103.272223,103.388867,103.433339,103.407666
10:04.8,103.277604,103.439336,103.400346,103.445199
10:09.0,103.221161,103.332024,103.412593,103.453344
10:15.0,103.266072,103.467406,103.390477,103.453551
10:19.0,103.303569,103.368849,103.397828,103.416434
10:24.5,103.283853,103.382797,103.444264,103.528115
10:29.0,103.305322,103.424914,103.413436,103.446313
10:34.9,103.247031,103.414246,103.438679,103.413309
10:39.4,103.288453,103.404588,103.391457,103.461943
10:43.8,103.29737,103.357538,103.43144,103.431115
10:49.8,103.258198,103.435597,103.411275,103.432831
10:54.6,103.35106,103.421806,103.456906,103.410272
10:59.2,103.269833,103.384002,103.457992,103.452285
11:04.3,103.285017,103.432563,103.415321,103.459405
11:09.4,103.314405,103.41754,103.454987,103.415434
11:15.0,103.298105,103.425181,103.439587,103.421377
11:19.3,103.298162,103.51704,103.432141,103.44532
11:24.9,103.323018,103.441866,103.411418,103.437612
11:29.1,103.239242,103.453848,103.492964,103.415377
11:34.7,103.321171,103.43008,103.440083,103.439023
11:39.9,103.313472,103.439021,103.410428,103.462799
11:44.5,103.273621,103.453201,103.433348,103.433242
11:49.4,103.297093,103.352191,103.437992,103.458343
11:54.9,103.31834,103.475807,103.425206,103.44469
11:59.2,103.279339,103.452619,103.403264,103.427916
12:04.7,103.300548,103.44568,103.423055,103.435853
12:10.0,103.269303,103.427759,103.457738,103.486388
12:14.9,103.343315,103.443664,103.439217,103.44188
12:19.7,103.294556,103.430638,103.448658,103.467032
12:25.0,103.29388,103.451354,103.458274,103.427602
12:30.0,103.270431,103.441377,103.446209,103.425525
12:35.0,103.282692,103.43437,103.450901,103.427838
12:39.4,103.300253,103.45878,103.44516,103.407019
12:44.7,103.375471,103.492758,103.42447,103.41024
12:49.9,103.280331,103.417166,103.439433,103.397102
12:54.3,103.315415,103.437366,103.461501,103.4146
12:59.9,103.282138,103.423407,103.424499,103.414708
13:04.9,103.266539,103.360988,103.42926,103.476768
13:09.3,103.300743,103.413574,103.439537,103.431527
13:15.0,103.327122,103.429844,103.451742,103.412449
13:19.4,103.270061,103.466867,103.470741,103.456705
13:23.7,103.290819,103.465591,103.442573,103.36964
13:29.6,103.216529,103.451929,103.428072,103.434646
13:34.2,103.344613,103.405236,103.443033,103.422729
13:40.0,103.290401,103.429569,103.431045,103.430812
13:44.9,103.268492,103.403937,103.428309,103.453009
13:49.2,103.317291,103.420612,103.441057,103.414739
13:53.4,103.280959,103.424539,103.449285,103.492975
13:59.4,103.292357,103.418942,103.433938,103.411762
14:04.8,103.297051,103.429112,103.428649,103.448517
14:09.1,103.289448,103.469091,103.400318,103.444419
14:13.1,103.287181,103.426885,103.567262,103.38565
14:19.6,103.354127,103.453247,103.444804,103.461783
14:23.6,103.286253,103.454812,103.408774,103.422247
14:29.8,103.268781,103.380561,103.386483,103.480411
14:34.9,103.276411,103.373126,103.411626,103.44388
,,,,
14:44.7,103.279091,103.388472,103.445258,103.440109
14:49.2,103.262045,103.420709,103.429799,103.435687
14:54.8,103.343186,103.391025,103.425362,103.433549
14:59.6,103.329557,103.422115,103.426703,103.370711
15:04.8,103.266164,103.366074,103.394052,103.502743
15:09.9,103.272209,103.397136,103.480099,103.453128
15:14.4,103.286126,103.453496,103.459905,103.429893
15:18.7,103.266854,103.350792,103.440434,103.433879
15:24.7,103.267396,103.392595,103.421731,103.456228
15:29.0,103.280057,103.446694,103.43104,103.448435
15:34.5,103.28526,103.437633,103.438496,103.44603
15:37.8,103.293355,103.40818,103.396807,103.431642
15:45.0,103.222283,103.507379,103.442917,103.39573
15:49.6,103.285272,103.408035,103.411893,103.424063
15:54.7,103.222029,103.370402,103.443795,103.40867
15:56.6,103.316012,103.411336,103.405568,103.400748
16:05.0,103.324226,103.406189,103.444522,103.453399
16:09.5,103.328584,103.444675,103.425262,103.454081
16:13.4,103.297509,103.409015,103.426107,103.454384
16:18.9,103.274264,103.46232,103.438536,103.456315
16:24.2,103.272295,103.400092,103.415661,103.423661
16:28.5,103.256115,103.456465,103.413363,103.419353
16:34.6,103.260667,103.443053,103.442397,103.443661
16:40.0,103.285192,103.468487,103.413254,103.437506
16:45.0,103.276548,103.415831,103.457273,103.416875
16:49.4,103.298685,103.434789,103.412304,103.394215
16:54.1,103.280995,103.419436,103.415493,103.420345
16:59.5,103.332879,103.445047,103.421096,103.433476
17:05.0,103.306629,103.49145,103.447587,103.453165
17:09.7,103.257454,103.514338,103.412481,103.422334
17:14.1,103.268652,103.458435,103.459444,103.43072
17:19.8,103.288509,103.43379,103.448354,103.444616
17:24.8,103.306977,103.442363,103.446333,103.441818
17:28.2,103.288834,103.408171,103.424938,103.442864
17:33.3,103.296313,103.449687,103.417287,103.393818
17:40.0,103.302118,103.478627,103.389411,103.441465
17:43.9,103.290725,103.442121,103.438687,103.480987
17:49.7,103.245587,103.466704,103.399801,103.44792
17:54.6,103.295341,103.435653,103.406265,103.455855
17:59.4,103.289028,103.478624,103.444638,103.439893
18:04.9,103.353358,103.448531,103.416966,103.466016
18:08.2,103.300008,103.413714,103.434712,103.422066
18:13.9,103.270713,103.423202,103.421344,103.438
18:19.9,103.28587,103.421691,103.424338,103.468409
18:24.9,103.299265,103.456485,103.425019,103.425317
18:28.8,103.296244,103.405997,103.476153,103.437448
18:33.1,103.321377,103.459696,103.469823,103.424308
18:39.6,103.291602,103.443451,103.434963,103.443536
18:44.8,103.295267,103.463239,103.383759,103.446077
18:49.5,103.318371,103.459092,103.387797,103.418514
18:54.5,103.310373,103.375296,103.424026,103.425015
19:00.0,103.309326,103.448025,103.422282,103.444075
19:04.8,103.316372,103.422287,103.437353,103.435051
19:08.6,103.319844,103.43958,103.435187,103.440027
19:14.8,103.297392,103.435363,103.420589,103.405477
19:19.9,103.249974,103.476036,103.417924,103.481058
19:24.2,103.312972,103.406238,103.399365,103.400846
19:30.0,103.290279,103.390118,103.451369,103.355163
19:34.8,103.296727,103.391622,103.419263,103.459941
19:39.3,103.331298,103.446239,103.415585,103.505618
19:44.8,103.271317,103.402855,103.424402,103.400536
19:50.0,103.249426,103.424916,103.429641,103.442268
19:55.0,103.271189,103.337513,103.421537,103.437943
19:59.2,103.305989,103.447821,103.441087,103.439241
20:04.7,103.296493,103.426377,103.443688,103.44305
20:09.8,103.303272,103.476734,103.433766,103.508986
20:14.9,103.315213,103.459367,103.437934,103.452661
20:19.2,103.292804,103.411392,103.387089,103.417599
20:24.6,103.302954,103.439798,103.385649,103.44447
20:29.0,103.360876,103.412176,103.434883,103.440498
20:34.2,103.308068,103.419511,103.423514,103.475649
20:39.8,103.270883,103.410462,103.435255,103.359659
20:44.4,103.275166,103.421585,103.442515,103.472248
20:49.4,103.303571,103.405633,103.419888,103.436316
20:54.9,103.238194,103.455884,103.439194,103.484184
20:59.5,103.314149,103.357223,103.448166,103.429
21:04.9,103.289972,103.446146,103.47835,103.466673
21:09.7,103.272634,103.394204,103.42611,103.419692
21:14.8,103.262379,103.417476,103.40911,103.437412
21:18.3,103.25463,103.455484,103.393246,103.455759
21:24.6,103.269153,103.399967,103.421503,103.411106
21:29.5,103.328627,103.435333,103.414322,103.480843
21:34.6,103.29913,103.410828,103.34954,103.444881
21:38.1,103.277676,103.483698,103.498707,103.471997
21:45.0,103.278031,103.434851,103.43807,103.44448
21:49.2,103.293008,103.430676,103.407007,103.446912
21:54.9,103.315125,103.399562,103.466306,103.446251
21:59.9,103.297519,103.417113,103.430805,103.432045
22:05.0,103.285496,103.424072,103.477707,103.461559
22:10.0,103.20796,103.465353,103.408821,103.476001
22:14.9,103.285013,103.425153,103.427976,103.436387
22:17.5,103.304846,103.428695,103.440991,103.398072
22:23.9,103.29148,103.47649,103.432096,103.37262
22:29.2,103.315125,103.40443,103.440343,103.463959
22:33.8,103.327493,103.432504,103.433832,103.409163
22:39.5,103.293317,103.425082,103.44136,103.460458
22:43.6,103.311389,103.51738,103.384541,103.361223
22:50.0,103.312184,103.486078,103.464629,103.416766
22:54.3,103.301683,103.409754,103.433662,103.451529
22:59.8,103.28788,103.45483,103.444851,103.444642
23:05.0,103.288231,103.426216,103.433459,103.428317
23:09.7,103.280944,103.443712,103.434735,103.438677
23:14.6,103.266388,103.434865,103.370196,103.417766
23:18.5,103.298879,103.449367,103.437016,103.402763
23:24.9,103.297506,103.407934,103.453381,103.427041
23:29.3,103.287033,103.418798,103.417198,103.459009
23:35.0,103.303889,103.436419,103.437178,103.435007
23:38.1,103.292949,103.480287,103.444464,103.444812
23:44.4,103.285854,103.430114,103.377047,103.429248
23:48.1,103.269912,103.409116,103.418481,103.432764
23:55.0,103.293114,103.397404,103.425672,103.444887
23:59.0,103.34952,103.38295,103.455086,103.452849
24:03.9,103.294675,103.450569,103.446721,103.365018
24:08.5,103.294274,103.428755,103.42814,103.416745
24:14.9,103.274167,103.347908,103.405084,103.405891
24:20.0,103.288998,103.430237,103.422767,103.435779
24:23.1,103.299763,103.422988,103.434366,103.460482
24:29.4,103.286215,103.427758,103.419749,103.429142
24:34.5,103.328082,103.428803,103.430199,103.460871
24:40.0,103.289934,103.454296,103.410741,103.390441
24:43.4,103.335027,103.430239,103.442287,103.429777
24:48.8,103.287118,103.356324,103.415019,103.431741
24:55.0,103.276061,103.421446,103.389957,103.431103
24:58.6,103.293491,103.464149,103.469159,103.42662
25:04.6,103.298462,103.4188,103.423876,103.438502
25:08.8,103.278587,103.421531,103.436828,103.431859
25:14.7,103.331078,103.465326,103.454029,103.438497
25:19.3,103.302757,103.426182,103.418389,103.475235
25:24.4,103.274713,103.421571,103.430484,103.397021
25:29.1,103.291791,103.413579,103.435168,103.448862
25:33.8,103.306629,103.437125,103.462259,103.403287
25:38.5,103.316677,103.364699,103.437719,103.441315
25:45.0,103.306125,103.434633,103.430787,103.454053
25:49.8,103.339341,103.373562,103.411405,103.445669
25:52.8,103.276125,103.446201,103.418906,103.444411
25:59.1,103.256421,103.428162,103.427976,103.379158
26:04.6,103.291609,103.415152,103.435732,103.416122
26:07.5,103.295384,103.43428,103.430908,103.429286
26:13.9,103.328092,103.409525,103.434068,103.409032
26:20.0,103.282608,103.442018,103.434149,103.462291
26:24.1,103.248211,103.437331,103.422711,103.441922
26:29.4,103.31011,103.409954,103.440219,103.448314
26:34.8,103.302584,103.443503,103.399209,103.530329
26:39.9,103.282528,103.427079,103.40562,103.446286
26:44.7,103.301773,103.421254,103.487083,103.421372
26:49.9,103.319802,103.406683,103.454315,103.411934
26:54.9,103.274372,103.427141,103.452068,103.474004
26:59.2,103.298087,103.389288,103.450456,103.423766
27:04.8,103.247727,103.426287,103.438671,103.436604
27:09.3,103.311799,103.433894,103.445706,103.430845
27:14.7,103.26591,103.420118,103.433669,103.425443
27:20.0,103.279275,103.430947,103.424845,103.418024
27:24.8,103.283259,103.381922,103.456276,103.443707
27:29.3,103.296,103.413835,103.444245,103.440448
27:32.7,103.275754,103.433619,103.423737,103.414615
27:39.1,103.294986,103.433714,103.4289,103.561824
27:44.6,103.312367,103.428892,103.447041,103.45138
27:49.4,103.285579,103.464835,103.389903,103.434218
27:53.1,103.306792,103.410684,103.439873,103.448
27:59.6,103.284142,103.428639,103.361708,103.383517
28:03.5,103.295282,103.436693,103.440974,103.452052
28:09.8,103.289859,103.429375,103.517669,103.411018
28:14.3,103.348118,103.40202,103.438822,103.404196
28:19.9,103.28577,103.449577,103.42798,103.417294
28:24.9,103.290233,103.418645,103.431129,103.453256
28:29.5,103.301285,103.423257,103.444172,103.453345
28:34.8,103.309233,103.440145,103.529783,103.487545
28:38.8,103.296477,103.419144,103.387852,103.442475
28:44.9,103.274326,103.400199,103.47102,103.466162
28:47.9,103.292886,103.386792,103.350734,103.433094
28:54.7,103.249477,103.462067,103.448068,103.444998
28:59.8,103.292191,103.401298,103.43158,103.440072
29:04.9,103.305841,103.433146,103.405526,103.439708
29:08.3,103.344558,103.427425,103.434906,103.468086
29:14.9,103.316769,103.43313,103.47024,103.458612
29:18.8,103.313864,103.435073,103.454459,103.459698
29:25.0,103.289944,103.433346,103.376897,103.450919
29:29.7,103.30108,103.42945,103.425353,103.424711
29:34.1,103.293124,103.419805,103.452623,103.423971
29:39.5,103.286855,103.43303,103.376,103.450455
29:44.9,103.280887,103.415658,103.44051,103.453421
29:49.6,103.295698,103.423061,103.435513,103.408278
29:54.7,103.296866,103.520546,103.433877,103.401052
29:59.7,103.299445,103.451933,103.440204,103.426636
30:04.9,103.289671,103.431159,103.428085,103.44348
30:09.9,103.340825,103.439347,103.438182,103.45775
30:14.9,103.303737,103.456845,103.418555,103.471486
30:19.8,103.29698,103.42198,103.434771,103.428636
30:24.1,103.316744,103.449176,103.417568,103.437536
30:29.9,103.425005,103.45089,103.465861,103.452134
30:34.1,103.292131,103.434705,103.346997,103.47596
30:39.8,103.307724,103.459517,103.438007,103.498879
30:43.5,103.29565,103.421909,103.469504,103.515334
30:49.9,103.31358,103.46638,103.339196,103.417807
30:54.8,103.296602,103.448359,103.364369,103.437802
30:59.9,103.348008,103.477948,103.454565,103.421684
31:04.3,103.281581,103.400269,103.408605,103.431764
31:10.0,103.263451,103.439575,103.429734,103.453633
31:15.0,103.319468,103.430045,103.461767,103.455505
31:19.2,103.336069,103.445659,103.482656,103.443947
31:23.8,103.322852,103.444229,103.427212,103.448728
31:29.7,103.312231,103.450247,103.434353,103.381821
31:33.5,103.22753,103.43949,103.429948,103.425843
31:39.5,103.293292,103.448414,103.452734,103.45111
31:44.9,103.306253,103.428783,103.441638,103.479058
31:49.2,103.304573,103.433898,103.443112,103.448014
31:54.2,103.280886,103.384525,103.437709,103.448738
31:59.8,103.212702,103.518716,103.514477,103.458892
32:04.3,103.291147,103.437318,103.40412,103.469673
32:09.6,103.332451,103.428401,103.457412,103.432462
32:14.7,103.287179,103.446811,103.438402,103.443343
32:19.0,103.308114,103.468856,103.42766,103.443971
32:24.9,103.304113,103.433459,103.39635,103.430714
32:29.7,103.273582,103.43816,103.391142,103.438306
32:35.0,103.269774,103.435106,103.452474,103.41088
32:39.4,103.287828,103.436777,103.429658,103.416965
32:44.5,103.302224,103.422007,103.43593,103.423899
32:50.0,103.316715,103.440482,103.471736,103.41707
32:54.9,103.245293,103.449636,103.431998,103.369353
32:59.5,103.371184,103.436751,103.439367,103.428613
33:04.2,103.300194,103.440899,103.42519,103.422623
33:09.7,103.30443,103.403031,103.456386,103.44174
33:13.6,103.285708,103.436945,103.40526,103.434222
33:20.0,103.286795,103.442212,103.427563,103.435042
33:24.7,103.275867,103.449516,103.427083,103.450357
33:29.8,103.304378,103.4087,103.429758,103.473606
33:35.0,103.259008,103.432512,103.443169,103.464388
33:39.5,103.302755,103.498456,103.521199,103.437691
33:44.6,103.26392,103.444565,103.381404,103.439192
33:49.6,103.315328,103.416442,103.454352,103.451386
33:54.7,103.285602,103.412287,103.424633,103.459108
34:00.0,103.274603,103.413389,103.413863,103.426668
34:05.0,103.275222,103.433932,103.437166,103.427555
34:08.7,103.307793,103.426857,103.43142,103.44968
34:14.5,103.224046,103.403538,103.457602,103.435882
34:19.8,103.307283,103.405424,103.363535,103.457936
34:24.2,103.29843,103.473384,103.401221,
34:28.8,103.341168,103.473854,103.441271,103.427732
34:34.7,103.345637,103.432917,103.418205,103.451976
34:39.7,103.310247,103.443932,103.403392,103.449976
34:44.8,103.319028,103.444219,103.434697,103.512369
34:49.7,103.303165,103.446333,103.429382,103.457002
34:54.7,103.240277,103.390867,103.435294,103.448588
34:59.7,103.274703,103.454278,103.38346,103.445315
35:04.8,103.335061,103.460661,103.412999,103.424249
35:09.9,103.302268,103.45035,103.465367,103.438461
35:14.0,103.32237,103.47,103.418646,103.442025
35:19.7,103.358207,103.437748,103.436621,103.439888
35:24.2,103.295904,103.477103,103.439522,103.452388
35:30.0,103.274955,103.411287,103.426817,103.515572
35:34.9,103.31709,103.466658,103.439664,103.490049
35:39.5,103.286687,103.51306,103.402691,103.438714
35:44.0,103.298037,103.496417,103.445383,103.445612
35:49.2,103.256378,103.449582,103.426031,103.394659
35:53.5,103.260309,103.451187,103.438203,103.381578
35:59.9,103.245518,103.443945,103.43606,103.452498
36:04.8,103.309358,103.453995,103.440285,103.445441
36:09.8,103.299615,103.494772,103.542834,103.444573
36:14.3,103.308501,103.437667,103.435942,103.436014
36:19.5,103.337768,103.430254,103.429076,103.442178
36:24.9,103.323094,103.439537,103.441847,103.470461
36:29.8,103.325715,103.428083,103.464306,103.458784
36:34.5,103.309912,103.447112,103.446576,103.457656
36:39.8,103.42571,103.459128,103.462237,103.429983
36:44.4,103.27205,103.468115,103.442154,103.455152
36:49.6,103.321731,103.474952,103.452772,103.454181
36:54.9,103.333639,103.455463,103.441114,103.441267
36:58.8,103.314712,103.418804,103.451,103.483685
37:04.9,103.34062,103.439694,103.492686,103.473698
37:09.5,103.321697,103.424966,103.416421,103.457102
37:15.0,103.309588,103.441536,103.48102,103.409748
37:18.4,103.31109,103.468142,103.415861,103.442362
37:23.3,103.320631,103.461978,103.426418,103.470216
37:30.0,103.303477,103.435505,103.39297,103.471064
37:35.0,103.26087,103.439244,103.437088,103.445921
37:39.8,103.315113,103.334819,103.513207,103.432334
37:44.7,103.376947,103.446602,103.488034,103.483272
37:49.9,103.309285,103.441873,103.441481,103.435784
37:54.8,103.304775,103.438636,103.52127,103.448514
37:59.7,103.308101,103.464452,103.442832,103.405709
,,,,
38:09.7,103.292652,103.448602,103.422911,103.45489
38:13.8,103.279994,103.397868,103.435252,103.456286
38:19.7,103.29228,103.434303,103.426691,103.439559
38:24.5,103.297873,103.430146,103.43686,103.456881
38:27.5,103.282073,103.43965,103.451481,103.451088
38:34.1,103.29995,103.428166,103.447768,103.435603
38:39.1,103.285995,103.422249,103.440837,103.546928
38:44.2,103.30926,103.496847,103.419849,103.444803
38:49.8,103.328628,103.413602,103.440434,103.461861
38:54.8,103.257446,103.495713,103.4511,103.409397
38:58.0,103.261593,103.428436,103.500857,103.420801
39:03.6,103.301342,103.410016,103.46391,103.559316
39:09.6,103.273792,103.432712,103.445354,103.443739
39:14.9,103.305567,103.437033,103.381223,103.446448
39:18.9,103.256708,103.476501,103.452969,103.380527
39:24.6,103.326564,103.44225,103.4691,103.426582
39:28.9,103.304073,103.445815,103.459446,103.350586
39:34.7,103.274551,103.443944,103.455654,103.454588
39:39.2,103.379147,103.389085,103.449719,103.538012
39:45.0,103.311414,103.451735,103.432791,103.457885
39:48.9,103.285821,103.449902,103.503607,103.475288
39:52.9,103.265148,103.419205,103.437314,103.472527
39:59.8,103.264941,103.455245,103.426289,103.513716
40:04.5,103.3634,103.430112,103.441036,103.465169
40:09.6,103.330041,103.4652,103.459523,103.390892
40:13.9,103.325172,103.453644,103.447434,103.480938
40:19.8,103.359247,103.493654,103.410542,103.441155
40:24.6,103.318937,103.447276,103.429438,103.491216
40:29.7,103.301174,103.422595,103.453762,103.461829
40:34.4,103.336704,103.429122,103.498369,103.459871
40:39.9,103.307224,103.432312,103.471396,103.456304
40:43.4,103.28885,103.449906,103.503795,103.52045
40:49.1,103.301885,103.442776,103.454471,103.444699
40:54.8,103.305675,103.447349,103.42323,103.523136
40:59.8,103.2971,103.417712,103.450382,103.423213
41:05.0,103.315938,103.341691,103.383248,103.464823
41:09.0,103.247761,103.465764,103.435232,103.45993
41:14.4,103.31247,103.435017,103.427951,103.458
41:19.8,103.277482,103.446671,103.504233,103.456679
41:24.6,103.291457,103.4138,103.443819,103.453336
41:29.7,103.305437,103.43254,103.449013,103.450224
41:35.0,103.290803,103.473602,103.442308,103.451952
